Company,cleaned_question
Blue Star,7 what is adiabatic process and Hyperbolic process
Blue Star,Whats a vfd How does it functions Whats difference in vrf and vav system Which nfpa code used for fire pumps Whats a freeboard in tanks
Blue Star,How to manage project
Movate,What is your current CTC Cost to Company
Movate,You have relevant experience but not in this specific area How do you think you will manage
Movate,Can you introduce yourself and specify the types of operating systems you have used along with your experience in networking
Movate,What software do you use
Movate,What is the output of the switch vlan brief command and what information does it provide
Movate,Whats the most effective way to gather user and system requirements
Movate,Explain the TCPIP model
Movate,What is a router and how does it work
Movate,Tell us a proverb that relates to you the most
Movate,What are the different types of fiber optic cables
Movate,Describe the OSI and TCP models
Movate,What is bandwidth
Movate,What is ARP and how does it work
Movate,Explain the working process of ARP DNS and DHCP in detail
Movate,How does DHCP work
Movate,What types of tickets have you handled
Movate,What are your daytoday work activities
Movate,What is the DHCP process
Movate,How do you deal with escalations
Movate,Explain the GPON architecture
Movate,How does data flow
Movate,Explain the OSI model
Movate,What is VLAN
Movate,What are the differences between TCP and UDP
Movate,What is your expected CTC
Movate,What are the differences between a WAN IP and an IPv4 address
Movate,What is Dynamic Host Configuration Protocol
Movate,What are static and dynamic IPs
Movate,Explain DHCP and the DORA process
Movate,How does the SSL handshake work
Movate,Describe the process of how a personal computer communicates with a web application
Movate,Describe the API flow from the controller to the service layer
Movate,What is dependency injection
Movate,Why is TCP needed in a network
Movate,What would you do if there is no documentation available for an unknown issue
Movate,What happens when you access googlecom Explain the flow at the packet level
Movate,How does a client obtain an IP address
Movate,Describe the packet flow between devices on the same network
Movate,What happens when we type wwwgooglecom into a browser
Movate,How do two computers communicate with each other
Movate,Which happens first TCP handshake or SSL handshake
Movate,Tell me about TCP and SSL headers in detail
Movate,Describe IPSEC VPN
Movate,In a sitetosite VPN which key management protocol is used to build symmetric session keys for encrypted data transfer through the VPN tunnel
Movate,What is an SSL Handshake
Movate,What is the TCP 3way handshake
Movate,What is Gratuitous ARP
Movate,What are your experiences with application support
Movate,What is SINR
Movate,Which tools have you worked with
Movate,How would you handle a customer
Movate,How flexible are you regarding shift timings and job location
Movate,What is the difference between IPv4 and IPv6 addresses
Movate,What is the difference between 32bit and 64bit architectures
Movate,What is the blue screen of death
Movate,What are the differences between IPv4 and IPv6
Movate,What is Active Directory
Movate,How do you resolve a network issue
Movate,What is BSOD and how do you resolve it
Movate,Describe your experience troubleshooting IPsec including all phases
Movate,Explain DNS queries in detail
Movate,Explain DHCP messages in detail
Movate,What is DHCP in networking
Movate,What is the TCPIP protocol
Movate,Explain each layer of the OSI model
Movate,What are the OSI layers
Movate,What is DND in networking
Movate,What are the OSI layers and can you explain each one
Movate,What is TCPIP DNS and DHCP
Movate,Tell me about Bangalore
Movate,What programming languages do you know
Movate,What are the differences between a structure and a union
Movate,How can you add value to the system and job Provide an example
Movate,What is the IP phone bootup process
Movate,How would you manage a ticket
Movate,Explain the SIP call flow
Movate,What is the difference between the PUSH and URG flags
Movate,Do you know TCP Header Flags
Movate,What is TLS Handshake
Movate,What did you learn about communication skills during your studies
Movate,Have you ever used maps
Movate,What is an RDP server and how does it work
Movate,What is a domain and how does it work
Movate,What is the difference between training and teaching
Movate,What are CSS elements
Movate,What is the difference between private and public IP addresses in detail
Movate,What is the difference between a modem a router and a switch
Movate,What is the DBM power from BBU to RRH
Movate,What type of fiber connects a BBU to an RRH
Movate,Write a SQL query for the given scenario
Movate,Explain the DORA process within the same network and across different networks
Movate,What is DNS
Movate,What is the difference between WAN and LAN
Movate,What are TCPIP and the OSI model
Movate,How does ARP work
Movate,What is the difference between an L3 switch and a router
Movate,What is the difference between STLC and SDLC
Movate,What is a GSM architecture
Movate,What percentage salary increase are you expecting
Movate,What LVM commands are used to create logical volumes
NoBroker,What types of questions can be expected from seniors related to property handling and management
NoBroker,How will you manage the sales funnel
NoBroker,What does NoBroker do
NoBroker,What is the standard depth of a cupboard
NoBroker,What are some hints or tips for designing an interior background
NoBroker,What are onpage SEO techniques
NoBroker,What are the latest core updates from Google
NoBroker,What are the factors that influence SEO keyword ranking
NoBroker,When are you available to start
NoBroker,Which factors contribute to growth within the organization
NoBroker,How do you ensure customer satisfaction with our products
NoBroker,What is the minimum grade of concrete used in RCC works
NoBroker,How do you reverse the first 5 elements of an array
NoBroker,How can a linked list be created without utilizing arrays
NoBroker,Given a collection of time intervals merge all overlapping intervals
NoBroker,What are the key areas to improve sales
NoBroker,How soon will you be able to join
NoBroker,What is a unicorn company
NoBroker,How do you handle an irritated customer
NoBroker,What does NoBroker company do
NoBroker,How do you handle customers in sales
NoBroker,How would you increase the penetration of NoBroker cleaning services through the NoBroker application
NoBroker,How would you decrease fraudulent apartment listings through the NoBroker application
NoBroker,What is AUC and what does it indicate
NoBroker,How do boosting algorithms work
NoBroker,What are the benefits of using a 1x1 kernel in a CNN
NoBroker,Where are 1D CNNs used
NoBroker,Rate 5 investment avenues you think are safe which also have high returns and why
NoBroker,This is a targeted job Are you okay with that
NoBroker,What programming languages do you know
NoBroker,Sell me anything in this room
NoBroker,What is a closure
NoBroker,What is marketing operations
NoBroker,Sell me this pen
NoBroker,What types of design errors can occur
NoBroker,What metrics are involved in evaluating team member performance
NoBroker,Sell me your mobile
NoBroker,How would you sell this pen to me
NoBroker,What is different about this pen
NoBroker,What is marketing
NoBroker,How do you negotiate with both parties seller and buyer
NoBroker,What do you know about Real estate
NoBroker,What do you know about Nobroker
NoBroker,Scenario Ive recently moved from city A to city B and am looking for a rental property On no broker websites every property is out of my range How would you convince me to increase my budget
NoBroker,What is your expected CTC
NoBroker,What are sales and service Can you provide an example
NoBroker,How do you communicate
NoBroker,Explain how to connect with a customer
NoBroker,Explain what sales is
NoBroker,How do you convince a customer to buy something
NoBroker,Sell me a property
NoBroker,Design a car parking lot system
NoBroker,Tell me about Bangalore
NoBroker,Sell me this pen and convince me this is the best pen
NoBroker,Given an unsorted array of integers find the smallest missing positive integer
NoBroker,How do you verify whether a list is a palindrome
NoBroker,Sell me a product
NoBroker,How would you prioritize property rankings on NoBroker search results
NoBroker,Our cost is higher than local competitors How would you convince a customer to pay our higher price
NoBroker,How did you achieve your sales targets in your previous role
NoBroker,Design a movie site booking portal using objects and classes
NoBroker,Given a binary tree print the nodes in vertical order from left to right level by level
NoBroker,Design the table diagram and the ways different tables will be linked for a movie booking website like BookMyShow
NoBroker,Design BookMyShow focusing on the design of the seat matrix
NoBroker,How do you handle challenges while completing tasks related to residential platforms
NoBroker,What are the characteristic differences between B2B and B2C
NoBroker,Do you have a twowheeler vehicle
NoBroker,What do you know about NoBrokercom
NoBroker,Sell me a laptop
NoBroker,What do you know about Nobroker and realestate
NoBroker,What do you understand about fractional ownership How is it different from REITs benefits pros cons etc
NoBroker,What is sales and sale me some product
NoBroker,How to sell product and advice company
NoBroker,What is OOPs concept Why is java called an Object Oriented Programming Language What benefit does java have as an OOP language
NoBroker,Which is your favourite brand how to sell other brand
NoBroker,What are the different types of tiles and where are they commonly used
NoBroker,What are the different types of wood
NoBroker,Choose any topic speak for 5 minute
NoBroker,Working of encoders and decoders
NoBroker,Enhancement of process
NoBroker,What are the types of sales
NoBroker,Calculation of false ceiling
NoBroker,Calculation of base unit
NoBroker,Verticals of Nobrokercom
NoBroker,Aim of our company
NoBroker,Imagine one person is selling the house on rent in the app of no broker and giving 12 percentage of its rate and daily rents money is 15000 thousand per month then what it person will do It can take as ok read more
NoBroker,What is sales
NoBroker,Why is Java considered an Object Oriented Programming Language
NoBroker,What are indexing and partitioning in DBMS
NoBroker,Vertical Order Traversal of a Binary Tree Given a binary tree your task is to return the vertical order traversal of its nodes values For each node located at a position X Y its left child will be read more
Himalaya Wellness,What criteria would you use to determine if a product is safe for use
Himalaya Wellness,Can you complete this job within the given deadlines
Himalaya Wellness,How would you increase business in the same area
Himalaya Wellness,What was the last sales figure
Himalaya Wellness,How do you manage an organization
Himalaya Wellness,What is the difference between a Layer 2 and Layer 3 switch
Himalaya Wellness,Tell me about your experience
Himalaya Wellness,How many years of experience do you have in the Sales and Marketing field
Himalaya Wellness,How can you gather details from the internship
Himalaya Wellness,Was there a resume screening before the interview
Himalaya Wellness,How would you improve tee sales in the market
Himalaya Wellness,What was the product
Himalaya Wellness,How would you sell a refrigerator to Eskimos
Himalaya Wellness,What is the role or prime objective of a salesperson
Himalaya Wellness,How do you effectively convey product information during marketing
Himalaya Wellness,What aspects should be noticed while doing marketing
Himalaya Wellness,How will you market the company itself
Himalaya Wellness,What are the benefits of marketing
Himalaya Wellness,How do you troubleshoot HPLC and GC systems
Himalaya Wellness,What factors influence the hardness of tablets
Himalaya Wellness,What are the passfail criteria for the Friability test
Himalaya Wellness,How do you increase average bill value
Himalaya Wellness,What do you know about Cross selling
Himalaya Wellness,What is DHCP and VLAN
Himalaya Wellness,How will you increase the current growth What are the areas where we may develop
Himalaya Wellness,How would you take the product to customers and how would you make them to buy the product
Himalaya Wellness,Various Methodologies used in Marketing Research
Himalaya Wellness,Testing in product Qc
Himalaya Wellness,Market share of Himalaya
Himalaya Wellness,Market experience
Himalaya Wellness,Store experience
Himalaya Wellness,Maintaing of Productions areas
Himalaya Wellness,What is your planning
Himalaya Wellness,Technical process do you want
suzuki motor gujarat,What is the first course of action to take if materials become short on the production line
suzuki motor gujarat,What is a lathe machine
suzuki motor gujarat,What is power transmission
suzuki motor gujarat,What is your strategy for collaborating with a crossfunctional team to develop elearning training programs based on their needs
suzuki motor gujarat,What is your current role in your current organization
suzuki motor gujarat,What is the process for mastering the replacement of a servo in a robot
suzuki motor gujarat,What are the different types of servo encoders
suzuki motor gujarat,What is a servo motor
suzuki motor gujarat,What types of conveyors have you worked with
suzuki motor gujarat,How can production be increased
suzuki motor gujarat,How do you calculate rejection rates
suzuki motor gujarat,What is the cycle time per piece
suzuki motor gujarat,How do you handle panic situations
suzuki motor gujarat,Please assess your English speaking proficiency
suzuki motor gujarat,What is the working principle of a motor
suzuki motor gujarat,What is the function of an oscilloscope
suzuki motor gujarat,What is an oscilloscope
suzuki motor gujarat,How do you implement offsets in CNC machining
suzuki motor gujarat,Which welding process is commonly used in automobile body manufacturing
suzuki motor gujarat,Tell me about your work experience
suzuki motor gujarat,During drilling operations if the drill hole is oversized what could be the reasons
suzuki motor gujarat,How do you change jobs
suzuki motor gujarat,How many types of braking systems are there
suzuki motor gujarat,What is an engine and how does it work
suzuki motor gujarat,How do you replace a faulty servo motor in a robot
suzuki motor gujarat,How is paint tested
suzuki motor gujarat,What is a transformer
suzuki motor gujarat,What are the parts of a transformer
suzuki motor gujarat,How are OOPS concepts used in the framework
suzuki motor gujarat,What is robotic painting application
suzuki motor gujarat,What type of paint is this
suzuki motor gujarat,What is painting planning
suzuki motor gujarat,What is a flywheel
suzuki motor gujarat,What is a connecting rod
suzuki motor gujarat,What is a SI engine
suzuki motor gujarat,What is the difference between a twostroke and a fourstroke engine
suzuki motor gujarat,What is production engineering
suzuki motor gujarat,What is mechanical engineering
suzuki motor gujarat,What are the types of engineering drawing projections
suzuki motor gujarat,What is the meaning of 5S
suzuki motor gujarat,What is 5S
suzuki motor gujarat,How can the OEE of my process be improved
suzuki motor gujarat,What do you do to ensure product quality
suzuki motor gujarat,What is the difference between BS4 and BS6 models
suzuki motor gujarat,What is the full form of CLW
suzuki motor gujarat,What are 5S and 2S methodologies
suzuki motor gujarat,How do you handle breakdowns
suzuki motor gujarat,What value will you add to Suzuki Motor Gujarat if selected
suzuki motor gujarat,What is a water softener and how does it work
suzuki motor gujarat,How can we save energy
suzuki motor gujarat,What is the difference between a tool and tooling
suzuki motor gujarat,How do you perform robot maintenance
suzuki motor gujarat,How do you maintain a press machine
suzuki motor gujarat,What is a twostroke engine
suzuki motor gujarat,Why are cylinders cylindrical
suzuki motor gujarat,What is a fourstroke engine
suzuki motor gujarat,What do you know about PLC troubleshooting
suzuki motor gujarat,Do you know PLC
suzuki motor gujarat,What is a CNC machine
suzuki motor gujarat,What is an HMC machine
suzuki motor gujarat,What is a VMC machine
suzuki motor gujarat,How many types of lathe machines are there
suzuki motor gujarat,How do you manage your work
suzuki motor gujarat,What is accuracy
suzuki motor gujarat,What is calibration
suzuki motor gujarat,What is uncertainty
suzuki motor gujarat,How do you determine if equipment is suitable for inspection
suzuki motor gujarat,What is your understanding of standards
suzuki motor gujarat,How do you decide the calibration frequency of equipment
suzuki motor gujarat,What is your understanding of calibration
suzuki motor gujarat,What is the importance of calibration in industries
suzuki motor gujarat,Why do you want to switch from your current organization
suzuki motor gujarat,Describe a major finding from your previous role that was appreciated by management
suzuki motor gujarat,How would you adapt to living in a rural village
suzuki motor gujarat,Explain the working principle of HPRV
suzuki motor gujarat,What is the full form of VFD in this context
suzuki motor gujarat,What are the differences between PCC and MCC
suzuki motor gujarat,How many types of beams are there
suzuki motor gujarat,How many types of engines are there
suzuki motor gujarat,Pv and ts diagram of otto cycle
suzuki motor gujarat,What is the difference between the Otto cycle and the Diesel cycle
suzuki motor gujarat,What are the different types of files
suzuki motor gujarat,What are your daily routine activities
suzuki motor gujarat,What are your technical and analytical skills
suzuki motor gujarat,What is your salary expectation
suzuki motor gujarat,What is perpetual inventory
suzuki motor gujarat,How do you maintain inventory
suzuki motor gujarat,What is MRP
suzuki motor gujarat,How do you maintain a Bill of Materials BOM
suzuki motor gujarat,Why doesnt the company provide transportation facilities
suzuki motor gujarat,Why doesnt the company provide food facilities
suzuki motor gujarat,What do you know about Gcode or Mcode Gcode and Mcode are programming language used to control CMC Computer Numerical Control machine such as mills latheand 3D printer Gcode Control motion eg mov read more
suzuki motor gujarat,Your 3 strength and 3 weekness
suzuki motor gujarat,What is the process of backlash competition and why we need to set backlash competition
suzuki motor gujarat,Types of engine and difine two strock engine
suzuki motor gujarat,Types of gear and define th gear
suzuki motor gujarat,What is EMS explain about ISO 14001
suzuki motor gujarat,Which programming language do you use regularly in your work Do you have any technical certification that make you qualified for this job
suzuki motor gujarat,How many machines you operate cnc machine codes
suzuki motor gujarat,What is PFMEA What do you know about PLC What is Industry 40
Ola Electric Mobility ,What is ola electric
Ola Electric Mobility ,What were your responsibilities in your past experiences
Ola Electric Mobility ,What is the function of a brake switch
Ola Electric Mobility ,How can one ensure that technicians adhere to the companys Standard Operating Procedures SOP
Ola Electric Mobility ,Tell me something about yourself that no one else knows
Ola Electric Mobility ,How would you explain service issues to a client
Ola Electric Mobility ,How would you promote a brand
Ola Electric Mobility ,Does the Ola motor AC current turn on or DC current
Ola Electric Mobility ,What are the benefits of driving an electric vehicle
Ola Electric Mobility ,What is the difference between drum brakes and disc brakes
Ola Electric Mobility ,What is electricity
Ola Electric Mobility ,How do you use SI and PI
Ola Electric Mobility ,How do you interface with CAN I2C and SPI protocols
Ola Electric Mobility ,How do electronic components work
Ola Electric Mobility ,What is your experience building a vehicle
Ola Electric Mobility ,How much experience do you have in sales
Ola Electric Mobility ,Have you ever worked in the electric vehicle industry
Ola Electric Mobility ,Where are you from
Ola Electric Mobility ,What is the maximum range of an Ola vehicle
Ola Electric Mobility ,What is the difference between Current and Voltage
Ola Electric Mobility ,Are you able to work under optimal conditions
Ola Electric Mobility ,What is the range of an Ola scooter
Ola Electric Mobility ,What is an HMI in Ola scooter work
Ola Electric Mobility ,How many nuts are there in the alloy wheel of an Ola scooter
Ola Electric Mobility ,What is the MCU assembly process for an Ola scooter
Ola Electric Mobility ,What are the responsibilities of a store manager
Ola Electric Mobility ,What is the full form of MCU
Ola Electric Mobility ,Can you tell me about yourself
Ola Electric Mobility ,What is the difference between Threads and Coroutines
Ola Electric Mobility ,How can we perform background tasks in Android
Ola Electric Mobility ,Describe the activity lifecycle What state is the app in when running in the background When will it be in the onStop and onRestart states
Ola Electric Mobility ,How many ways can you share data between one app and another
Ola Electric Mobility ,What is AIDL in Android development
Ola Electric Mobility ,What is a service
Ola Electric Mobility ,What are the working principles of a LiIon battery
Ola Electric Mobility ,What languages do you know
Ola Electric Mobility ,How does robot shadowing impact the subsequent process
Ola Electric Mobility ,How do you calculate machine hour rate and what are its components
Ola Electric Mobility ,Describe the highlevel system design of BookMyShow
Ola Electric Mobility ,Talk about the most challenging technical feature you implemented
Ola Electric Mobility ,How much experience do you have in quality inspection
Ola Electric Mobility ,What is your understanding of a Control Panel
Ola Electric Mobility ,What is the difference between LFP and NMC batteries
Ola Electric Mobility ,Explain the spares management process
Ola Electric Mobility ,Explain the TPM process
Ola Electric Mobility ,Explain the top 10 machine breakdowns and what actions you have taken to reduce them
Ola Electric Mobility ,What are your KPI targets and your results
Ola Electric Mobility ,What is electric
Ola Electric Mobility ,What are the key performance indicators KPIs in retail
Ola Electric Mobility ,How do you manage a store
Ola Electric Mobility ,Given two sorted linked lists merge them into one sorted linked list
Ola Electric Mobility ,What is the meaning of automobile
Ola Electric Mobility ,What is a BMS
Ola Electric Mobility ,What is the full name of an IPM motor
Ola Electric Mobility ,How do you check battery voltage
Ola Electric Mobility ,What is the full name of MCU
Ola Electric Mobility ,What is the ground clearance of the Ola scooter
Ola Electric Mobility ,What is a hub motor
Ola Electric Mobility ,What is an IPM motor
Ola Electric Mobility ,What is the battery voltage
Ola Electric Mobility ,How do you check software
Ola Electric Mobility ,How do you check software diagnostics
Ola Electric Mobility ,What is the use of a multimeter for an electric scooter
Ola Electric Mobility ,How would you design the vehicle
Ola Electric Mobility ,How do you troubleshoot faults in scooters
Ola Electric Mobility ,What is the production process for Ola electric scooters
Ola Electric Mobility ,What do you know about motors
Ola Electric Mobility ,What do you know about Electric Vehicles
Ola Electric Mobility ,How does a MOSFET work
Ola Electric Mobility ,If a customer leaves how should they be contacted
Ola Electric Mobility ,How do you handle an angry customer
Ola Electric Mobility ,What knowledge is necessary for a salesman
Ola Electric Mobility ,What core technical knowledge do you possess
Ola Electric Mobility ,Explain one or two incidents
Ola Electric Mobility ,How does zerobased costing work
Ola Electric Mobility ,How do you deal with an irate customer
Ola Electric Mobility ,What is your current CTC
Ola Electric Mobility ,Given the heads of two singly linkedlists headA and headB return the node at which the two lists intersect If the two linked lists do not intersect at any node return null
Ola Electric Mobility ,Do you have a valid drivers license
Ola Electric Mobility ,Are you familiar with spreadsheets
Ola Electric Mobility ,What factors contributed to Olas success in achieving the number one position
Ola Electric Mobility ,What is the battery capacity
Ola Electric Mobility ,How much motor torque is required
Ola Electric Mobility ,What is the future purpose of Ola Electric
Ola Electric Mobility ,What level of experience is required for this job
Ola Electric Mobility ,How can I get a job through an aptitude test
Ola Electric Mobility ,What is a clamp meter and what are its uses
Ola Electric Mobility ,How many prospects can you convert for the company
Ola Electric Mobility ,What are the major parts of an EV that you are familiar with
Ola Electric Mobility ,Do you have knowledge of networking
Ola Electric Mobility ,How well do you know the Linux operating system
Ola Electric Mobility ,Which programming languages are you familiar with
Ola Electric Mobility ,What educational qualifications are required for this role
Ola Electric Mobility ,What do you understand by the term Active Directory
Ola Electric Mobility ,What is the default protocol used in directory services
Ola Electric Mobility ,What is the Sysvol folder Why is it used
Ola Electric Mobility ,What is the difference between domain local global and universal groups
Ola Electric Mobility ,What is the difference between voltage and current
Ola Electric Mobility ,Explain the data structure of OOPS
Ola Electric Mobility ,Describe a programming problem you were asked to solve
Foundever,Tell me about yourself
Foundever,Explain the meaning of mutual funds and their types
Foundever,What is customer service
Foundever,How does the company support employee growth and development
Foundever,What are the typical career paths for someone in this role
Foundever,What were your roles and responsibilities in your previous organization
Foundever,What do you understand about customer service
Foundever,What will you do if a customer asks for a refund
Foundever,How do you handle clients
Foundever,What is an IP address
Foundever,Describe XYZ in your own words
Foundever,What is the highest level of education you have completed
Foundever,What are diodes
Foundever,What is a PN junction
Foundever,Explain the working of Zener diodes
Foundever,What is your educational background
Foundever,What comes to mind when we discuss technical aspects
Foundever,Which programming languages do you use
Foundever,Describe a time you had to quickly communicate with an overseas client
Foundever,Are you willing to work a night shift and are you located within a 20km radius of the company
Foundever,What is your typing speed
Foundever,What are ELCB MCB and ACB
Foundever,How do you deescalate an angry customer
Foundever,How do you solve issues
Foundever,How many agents will be required with an AHT of 15 minutes per transaction and 15000 volumes per month
Foundever,What is the default replication time between the sites
Foundever,What are FSMO roles
Foundever,What is a mutual fund
Foundever,What are the different types of mutual funds
Foundever,How would you explain this in a clear and effective manner
Foundever,How do you manage your time
Foundever,What do you understand by customer centric
Foundever,second question Make budget for your departament
Foundever,What is wifi how do connect it
Foundever,What is debt what is EQUITYwhat is liquid fund
Foundever,Speak about neet topic issue
Foundever,Talk any topics about covid
Foundever,What is money market securities and commercial papers
Care Health Insurance,What is marketing
Care Health Insurance,Can you tell me about your previous work experience
Care Health Insurance,What are PST and OST files
Care Health Insurance,What is SDLC and what are its phases
Care Health Insurance,Write test cases for a login page
Care Health Insurance,Describe our job structure in detail
Care Health Insurance,What are the limitations of VLOOKUP
Care Health Insurance,How do you sell a policy
Care Health Insurance,How do you generate agents
Care Health Insurance,What is your career plan
Care Health Insurance,How will you create visibility
Care Health Insurance,How will you manage the channel
Care Health Insurance,How does insurance work
Care Health Insurance,Why are you looking for a new job and what made you switch
Care Health Insurance,How much business have you generated
Care Health Insurance,How do you prepare and analyze a budget
Care Health Insurance,What are the Golden Rules of Accounting
Care Health Insurance,What is the Agency Model
Care Health Insurance,Why is health insurance required
Care Health Insurance,When writing BRDs what key considerations come to mind
Care Health Insurance,How would you describe the companys work environment
Care Health Insurance,What are your career goals
Care Health Insurance,What are your future plans
Care Health Insurance,Can you add asset
Care Health Insurance,Past achivements and future planning for your carrier
Care Health Insurance,Talk about insurance and sales pitch
Care Health Insurance,4P of marketing
Care Health Insurance,What about advisors portfolio
Care Health Insurance,How much login Every month
V-Mart,Describe your department knowledge from your past company
V-Mart,What is the full form of POS
V-Mart,What is the full form of ABS
V-Mart,What is the full form of KPI
V-Mart,What is the trial room policy
V-Mart,What is the guest module
V-Mart,What is MOP
V-Mart,How to provide the best customer service
V-Mart,What is a servo motor
V-Mart,What is a Technical Guide
V-Mart,Tell me about upselling
V-Mart,How would you increase store sales through billing
V-Mart,What is QAQC
V-Mart,What is a pointer
V-Mart,How do you present the product
V-Mart,How do you approach sales
V-Mart,What is visual merchandising
V-Mart,How do you drive KPI improvements
V-Mart,Describe your team handling process
V-Mart,What are your thoughts on KPIs
V-Mart,How many types of kurtas are available in womens wear
V-Mart,What is this months target
V-Mart,What is your current CTC and company
V-Mart,Describe your communication skills
V-Mart,What is basket size
V-Mart,What is the average ticket size
V-Mart,Why are you looking for a stable job
V-Mart,What strategies would you implement to ensure store hygiene and promote growth
V-Mart,What is EBITDA in a company format
V-Mart,What is the return process
V-Mart,Regarding sales KPIs how would you drive the monthly target
V-Mart,If a product priced at 699 is discounted by 30 what will be the final price
V-Mart,How many types of full shirts are there
V-Mart,How do you sell the companys product
V-Mart,What is EBITDA and EBITDA margin
V-Mart,What is EBITDA
V-Mart,How can you increase sales
V-Mart,How do you handle customers during rush hour at the billing counter
V-Mart,What are the advantages of visual merchandising
V-Mart,What were the KPIs related to your last company
V-Mart,How do you manage staff
V-Mart,How to egress ASP
V-Mart,How can I help the company grow Please advise
V-Mart,Tell me about your role in your current company
V-Mart,Explain what retail is specifically within the sector you are working in
V-Mart,What are some key performance indicators for the retail sector
V-Mart,How can the sales of Vmart be enhanced
V-Mart,What are some common misconceptions about the retail sector
V-Mart,Which brand offers more benefits when selling inhouse brands compared to other brands
V-Mart,What do you know about Vmart
V-Mart,What is the importance of KPIs in retail
V-Mart,How would you manage a shouting customer
V-Mart,How to increase business and management
V-Mart,KPI growth plan for store target achievement
V-Mart,Tell me about retail
V-Mart,What is Java Python
V-Mart,What is the Operation Management
V-Mart,What are the divisions of art
V-Mart,1 What is retail and fashion
V-Mart,Type or trademarks
V-Mart,Location for prefeaar
DBS Bank,What value can you add
DBS Bank,What challenges do you anticipate at DBS bank
DBS Bank,How do you involve colleagues from previous organizations
DBS Bank,What challenges did you face in your previous organization
DBS Bank,How do you handle pressure or tight deadlines
DBS Bank,Why do you want to work here
DBS Bank,What are your strengths and weaknesses
DBS Bank,What is your level of knowledge regarding advanced Excel functionalities
DBS Bank,Implement binary search recursively
DBS Bank,What is the difference between abstraction and an interface in programming
DBS Bank,How do you add an element to a HashMap
DBS Bank,What is the best approach to finding and inserting an element in a Binary Search Tree BST
DBS Bank,What are the differences between banks and NBFCs
DBS Bank,What is a bank
DBS Bank,What verification processes are required for onboarding a customer
DBS Bank,What types of products have you handled
DBS Bank,How would you bring new corporate clients on board
DBS Bank,How do you generate a good number of corporate leads from the market
DBS Bank,Explain the MVVM architecture
DBS Bank,What are the differences between current accounts and savings accounts CASA
DBS Bank,What are your expectations
DBS Bank,Describe how you would design a transaction fraud detection system
DBS Bank,Explain your background in insurance crossselling
DBS Bank,What is your approach to analyzing trading data
DBS Bank,What experience do you have working with trading data
DBS Bank,What are some common mistakes traders make when analyzing data
DBS Bank,What is the difference between a cheque and a demand draft DD
DBS Bank,What is the difference between the Repo rate and the reverse Repo rate
DBS Bank,How do you identify a counterfeit banknote
DBS Bank,Can you speak any three languages
DBS Bank,Tell me about html
DBS Bank,Why are you interested in the banking industry
DBS Bank,What are the differences between JVM JDK and JRE
DBS Bank,How do you handle projects and deliverables with a domain lead
DBS Bank,How do you ensure the accuracy of results
DBS Bank,What is the difference between NRO and NRE accounts
DBS Bank,What documents are required for opening an LLP account
DBS Bank,What is UAT testing
DBS Bank,What is Selenium
DBS Bank,How can you apply your skills to this role
DBS Bank,What is included in a branch audit
DBS Bank,What is Acquisition
DBS Bank,How do you determine the output of Java programs
DBS Bank,How do you find the second largest number using a stream
DBS Bank,How do you view the overall banking industry in terms of growth
DBS Bank,What is your current profile Please brief me about it in terms of targets achievements and approach
DBS Bank,What is your knowledge of KYC AML and branch banking operations
DBS Bank,What is the correct way to calculate shrinkage
DBS Bank,Are you open to relocation If yes how soon
DBS Bank,How do you handle grievances
DBS Bank,How do you handle difficult cases
DBS Bank,What are the roles and responsibilities of a Business Analyst
DBS Bank,Explain your experience with product handling
DBS Bank,What are the steps to implement a REST API
DBS Bank,Write a short code snippet demonstrating the use of OneToMany and ManyToOne annotations
DBS Bank,What is the N1 problem in Hibernate
DBS Bank,How does transaction management work in Spring Boot
DBS Bank,What are the different types of caches in Hibernate
DBS Bank,What are the differences between CrudRepository and JpaRepository
DBS Bank,What would you do if you woke up on the Moon
DBS Bank,Who would you explain this to
DBS Bank,HAVE YOU ANY KNOWLEDGE ABOUT HOME LOANS LOANS AGAINST PROPERTY BUSINESS LOANS ETC
DBS Bank,How to increase business How to maintain Relationship with customer
DBS Bank,Whats casa and insurance Why choose dbs About dbs What are third party products How to handle customer Which customer to u pitch for minimum balance maintainance
DBS Bank,Tell me about yourself What technology are you using What is a Collection What are the different types of collection there What is the difference between ArrayList and LinkedList What are the basic buil read more
DBS Bank,Working capital products for the SME MSME mid corporate
DBS Bank,Development of an application
DBS Bank,Building a pipeline
DBS Bank,Spring boot application features
DBS Bank,Oops concepts in java
DBS Bank,Streams and their applications
DBS Bank,Spring Boot features and uses
DBS Bank,Java 8 Features and uses
DBS Bank,Technical workflows of BA
DBS Bank,Skill and experience of banking l
DBS Bank,Complainance experience
DBS Bank,Final assurance of achieving of Target
DBS Bank,Query and Matrix Problem Statement You are given a binary matrix with M rows and N columns initially consisting of all 0s You will receive Q queries which can be of four types Query 1 1 R index read more
Taj Hotels Resorts and Palaces,The hotel industry can be challenging Are you prepared for it
Taj Hotels Resorts and Palaces,What is your favorite dish
Taj Hotels Resorts and Palaces,Are you comfortable traveling from Virar to Mumbai
Taj Hotels Resorts and Palaces,What are your responsibilities in your current role
Taj Hotels Resorts and Palaces,What is your name
Taj Hotels Resorts and Palaces,Name five mother sauces
Taj Hotels Resorts and Palaces,How do you handle different cuisines
Taj Hotels Resorts and Palaces,What is your recruitment process
